post_id,create_time,is_top,post_content,comments,text
7458755855891254574,1736626935,-1,shopping at Target 🎯  #shopwithme #shopwithmeattarget #StanleyCup #girlmom #girlymom #target #targetshopping #cruisetok ,"Your daughters are adorable .

omg please do cruise content!! i couldn’t post while i was on my cruise but i filmed a lot of drafts and i was good for days!!

The way ur matching with ur girls is so cute!! And ur hair is gorg ❤️

Love a good target trip 🥰😌

☺️☺️☺️

😍😍😍

the dollar spot rn >>> 💖✨

Omg you’re sutchhhh a badddddiee omg

Dicks sporting goods for Stanley’s","Post Title: shopping at Target 🎯  #shopwithme #shopwithmeattarget #StanleyCup #girlmom #girlymom #target #targetshopping #cruisetok 

Post Comments:
Your daughters are adorable .

omg please do cruise content!! i couldn’t post while i was on my cruise but i filmed a lot of drafts and i was good for days!!

The way ur matching with ur girls is so cute!! And ur hair is gorg ❤️

Love a good target trip 🥰😌

☺️☺️☺️

😍😍😍

the dollar spot rn >>> 💖✨

Omg you’re sutchhhh a badddddiee omg

Dicks sporting goods for Stanley’s"
7458738053486611755,1736622791,-1,"Come shop with me at target for YOU ❤️ to enter the giveaway follow me on IG, here and comment on the giveaway posts! #fyp #targethaul #target #shopwithme #beauty #tiktokban #savetiktok #lemme #nespresso ","so thoughtful of you 🥺🤍

so thoughtful 🥺🫶🏻

love it!

Ahh I love this

The sweetest!💞

😭 I'm in the UK x

so obsessed w everything 🫶

This is so sweet! 🥰","Post Title: Come shop with me at target for YOU ❤️ to enter the giveaway follow me on IG, here and comment on the giveaway posts! #fyp #targethaul #target #shopwithme #beauty #tiktokban #savetiktok #lemme #nespresso 

Post Comments:
so thoughtful of you 🥺🤍

so thoughtful 🥺🫶🏻

love it!

Ahh I love this

The sweetest!💞

😭 I'm in the UK x

so obsessed w everything 🫶

This is so sweet! 🥰"
7459481996364959007,1736796014,-1,So glad I decided to stop into my @Dollar Tree today! Found at least one 🦄 for sure! #fy #fyp #shopwithme #shopwithmeatdollartree #dollartree #dollartreeshopping #dollartreeshopwithme #dollartreefinds #dollartreemusthaves #dollartreemakeup ,"Those wall hangers are cute

Oh I’m going today

Following. My IG username is the same as this one.

Love those small garden stones!! Score 🙌on the hand sanitizer","Post Title: So glad I decided to stop into my @Dollar Tree today! Found at least one 🦄 for sure! #fy #fyp #shopwithme #shopwithmeatdollartree #dollartree #dollartreeshopping #dollartreeshopwithme #dollartreefinds #dollartreemusthaves #dollartreemakeup 

Post Comments:
Those wall hangers are cute

Oh I’m going today

Following. My IG username is the same as this one.

Love those small garden stones!! Score 🙌on the hand sanitizer"
7459905037158976799,1736894507,-1,Mini haul #fyp #haul #urbanoutfitters #sephora #target ,"omg i love it all

Good therapy 🙏

INTERESTED in collaboration!? send ""Anna"" to our instagram IG: SAGAJEWELS.OFFICIAL for more details ❤️","Post Title: Mini haul #fyp #haul #urbanoutfitters #sephora #target 

Post Comments:
omg i love it all

Good therapy 🙏

INTERESTED in collaboration!? send ""Anna"" to our instagram IG: SAGAJEWELS.OFFICIAL for more details ❤️"
7459828886956723487,1736876778,-1,Love Sam’s #shopping #ShopWithMe #Food #Groceries #Haul #FruitSnacks #FYP #Viral #Trend ##Chobani##Samsclub##Walmart##Bulk##Pizza##Donuts##Salmon@@Sam’s Club@@VELVEETA@@Hostess ,"we don't have a sams club here in Fairbanks alaska anymore we have a costco though, I kinda miss sams

But if tiktok in the US goes away where can i follow you?😭 i need the angel tree shopping videos next year😭😍

We love the fruit strips

Nice Haul 💙

Yasss let’s go !

Sam’s is the bestttt

Yaasss

Gotta love Sam’s!

Scan & go is the best!

You made me hungry

The ranch flavored veggie straws are sooooo good

Love the harvest snaps

those peas are soooo good💜

Sams Club is my happy place lol🥰

❤❤❤

we are looking for new faces to present our brand if you are interested Please send ""candy7"" to our instagram IG SAGAJEWELS.OFFICIAL💙❄️⛄

INTERESTED in collaboration!? send ""kaia""to our instagram IG: SAGAJEWELS.OFFICIAL for more details 🧚‍♀️🐣💦🛴

❤️Do you want to learn more live streaming skills? Increase your diamond income and fans, let more people see you and improve your exposure? Do you want to participate in official competitions?

that doesn't like healthy 😳

my show is on everyone quite 🤫

no

healthy lol

Nothing like a healthy diet😂😂😂😂

Are you going to join redbook

in your housewife era🌹","Post Title: Love Sam’s #shopping #ShopWithMe #Food #Groceries #Haul #FruitSnacks #FYP #Viral #Trend ##Chobani##Samsclub##Walmart##Bulk##Pizza##Donuts##Salmon@@Sam’s Club@@VELVEETA@@Hostess 

Post Comments:
we don't have a sams club here in Fairbanks alaska anymore we have a costco though, I kinda miss sams

But if tiktok in the US goes away where can i follow you?😭 i need the angel tree shopping videos next year😭😍

We love the fruit strips

Nice Haul 💙

Yasss let’s go !

Sam’s is the bestttt

Yaasss

Gotta love Sam’s!

Scan & go is the best!

You made me hungry

The ranch flavored veggie straws are sooooo good

Love the harvest snaps

those peas are soooo good💜

Sams Club is my happy place lol🥰

❤❤❤

we are looking for new faces to present our brand if you are interested Please send ""candy7"" to our instagram IG SAGAJEWELS.OFFICIAL💙❄️⛄

INTERESTED in collaboration!? send ""kaia""to our instagram IG: SAGAJEWELS.OFFICIAL for more details 🧚‍♀️🐣💦🛴

❤️Do you want to learn more live streaming skills? Increase your diamond income and fans, let more people see you and improve your exposure? Do you want to participate in official competitions?

that doesn't like healthy 😳

my show is on everyone quite 🤫

no

healthy lol

Nothing like a healthy diet😂😂😂😂

Are you going to join redbook

in your housewife era🌹"
7459850305136676142,1736881760,-1,So many good Valentine’s Day outfits at target rn!! Omg stay tuned for the try on! 😍💕 #target #targetfinds #targetshopping #targetclothes #targetnewarrivals #targetvalentines #targetvalentinesday #valentinesdayoutfit #targetshopwithme #shopwithme #shoppingvlog ,"i’m so early! 🥹 but i looove the satin looking set, left it behind tho. 😭

They way I wanna shop at target like you are 😭🥹🥺

I just got the teddy bear one. I was obsessed

I need to see what your closet looks like

omg the red skirt i need 😍😍

Try on haul please 😍

I’m so early I can’t wait for pt 2 I love Valentine’s Day stuff 😭🤍

These are all so cute! Can I ask what are your camera settings if you have an iPhone? ❤️","Post Title: So many good Valentine’s Day outfits at target rn!! Omg stay tuned for the try on! 😍💕 #target #targetfinds #targetshopping #targetclothes #targetnewarrivals #targetvalentines #targetvalentinesday #valentinesdayoutfit #targetshopwithme #shopwithme #shoppingvlog 

Post Comments:
i’m so early! 🥹 but i looove the satin looking set, left it behind tho. 😭

They way I wanna shop at target like you are 😭🥹🥺

I just got the teddy bear one. I was obsessed

I need to see what your closet looks like

omg the red skirt i need 😍😍

Try on haul please 😍

I’m so early I can’t wait for pt 2 I love Valentine’s Day stuff 😭🤍

These are all so cute! Can I ask what are your camera settings if you have an iPhone? ❤️"
7459851094496185630,1736881950,-1,the Target dollar spot is SO CUTE😍🩷 #target #targetdollarspot #targetfinds #shopping #shoppingattarget #targetshopping #shopping #comeshopwithme #shopwithme #fyp #foryou #foryoupage ,"I wish we had target 😩

omg my favorite is bows and cherry

What mascara do you use?

I think I go to the same target, gulf to bay?

So early dose the queen reply!😁

My Target hardly ever has the cute things!

Literally the cutest section they’ve put together!

Looks like I need to make a trip!!!","Post Title: the Target dollar spot is SO CUTE😍🩷 #target #targetdollarspot #targetfinds #shopping #shoppingattarget #targetshopping #shopping #comeshopwithme #shopwithme #fyp #foryou #foryoupage 

Post Comments:
I wish we had target 😩

omg my favorite is bows and cherry

What mascara do you use?

I think I go to the same target, gulf to bay?

So early dose the queen reply!😁

My Target hardly ever has the cute things!

Literally the cutest section they’ve put together!

Looks like I need to make a trip!!!"
7460173387642506538,1736956981,-1,Ofertas en Walmart! 😱 #pvroofer #carnalito #carnalitooficial #ofertas #deals @Walmart ,"jbl

si pero esas se descargan rapidas con el sol la jbl 4 aguantan hasta 5 horas👍👍👍

la de 1000

Lo barato sale caro por más baratas que estén JBL suena mucho mejor no se distorsiona yo tengo una JBL y se escucha súper bien y las baratas se escuchan horrible ..!!

En qe tienda está mano

Sinceramente aunque no sea jbl se ven bien

son mejores las harman kardon

pero lo importante k la gbl no ocupa mucho espacio ya k es pequeña y de muy buena calidad saludos

Ahí me mandas una carnalito 😁

Esa compré en el wualmart a 128$

Y son buenas

todos sabemos que la jbl es la mejor para que andamos buscando otra que después de un tiempo lla no jalan

Pero la marca

yo compré la flip 6 y la verdad no me gustó lendura muy poco l batería está mejor la 5

aver si me regalas aun que sea uno de esos carnalito

cada quien el que no puede que compre lo que el dise pero la jbl es una chingoneria nada q ver consola q dise

regalame una carnalito

Esa es la marca de Walmart Onn y suena machin por el precio .

Nada q ver una cn la otra el precio si se refleja pero n n es ni casi iwal

canalizó regalarme una.
ocupo para ensayar soy músico y lo necesito porfavor 🥺

Carnalito yo compré la jbl extreme 2 en Black Friday tan solo 160 dólares su costo normal es de 300 como ves.

Yo tengo la onn de $120 y la verdad no le pide nada ala jbl tiene buenos bajos y buena calidad de sonido

En cual Walmart es bro ? Dame la ubicación para ir por una oferta

pero no sé comparan cómo la jbl

hase cuatro meses pague 90 dolares por esa y si la recomiendo muy buena

xq jbl es jbl y eso nadie lo va cambiar y si hablamos de calidad jbl buenísima 👌 marca

harman kardon lo mejor

Obviamente estan un poco mas económicas que la Jbl, pero la Jbl es Jbl... Es de excelente calidad 👌

El que no conoce a dios al cualquier santo le resa

Por qué mejor no recomiendas la JBL PartyBox 120 que tienes 💀 que suena mucho mejor que esas…","Post Title: Ofertas en Walmart! 😱 #pvroofer #carnalito #carnalitooficial #ofertas #deals @Walmart 

Post Comments:
jbl

si pero esas se descargan rapidas con el sol la jbl 4 aguantan hasta 5 horas👍👍👍

la de 1000

Lo barato sale caro por más baratas que estén JBL suena mucho mejor no se distorsiona yo tengo una JBL y se escucha súper bien y las baratas se escuchan horrible ..!!

En qe tienda está mano

Sinceramente aunque no sea jbl se ven bien

son mejores las harman kardon

pero lo importante k la gbl no ocupa mucho espacio ya k es pequeña y de muy buena calidad saludos

Ahí me mandas una carnalito 😁

Esa compré en el wualmart a 128$

Y son buenas

todos sabemos que la jbl es la mejor para que andamos buscando otra que después de un tiempo lla no jalan

Pero la marca

yo compré la flip 6 y la verdad no me gustó lendura muy poco l batería está mejor la 5

aver si me regalas aun que sea uno de esos carnalito

cada quien el que no puede que compre lo que el dise pero la jbl es una chingoneria nada q ver consola q dise

regalame una carnalito

Esa es la marca de Walmart Onn y suena machin por el precio .

Nada q ver una cn la otra el precio si se refleja pero n n es ni casi iwal

canalizó regalarme una.
ocupo para ensayar soy músico y lo necesito porfavor 🥺

Carnalito yo compré la jbl extreme 2 en Black Friday tan solo 160 dólares su costo normal es de 300 como ves.

Yo tengo la onn de $120 y la verdad no le pide nada ala jbl tiene buenos bajos y buena calidad de sonido

En cual Walmart es bro ? Dame la ubicación para ir por una oferta

pero no sé comparan cómo la jbl

hase cuatro meses pague 90 dolares por esa y si la recomiendo muy buena

xq jbl es jbl y eso nadie lo va cambiar y si hablamos de calidad jbl buenísima 👌 marca

harman kardon lo mejor

Obviamente estan un poco mas económicas que la Jbl, pero la Jbl es Jbl... Es de excelente calidad 👌

El que no conoce a dios al cualquier santo le resa

Por qué mejor no recomiendas la JBL PartyBox 120 que tienes 💀 que suena mucho mejor que esas…"
7460259004393033003,1736976913,-1,The insane costs of furniture should be studied but lets furnish this kitchen together on a “budget” #homedecor #homeimprovement #hometok #budgeting #homeproject ,"You did great, but look and see if they have a furniture liquidation place in your city. Atlanta has one, you won’t be disappointed if your city does too.

The barstools are gorgeous 😍

Love it 😍

I love the centerpiece 🖤

That centerpiece is 🔥

When you said you got in Facebook marketplace i was expecting you to say a cheaper price however the chairs are nice !

I love it, especially those barstools

Walmart will be your best friend !! They have a black round table just like that for $250 I think

What did you do with the other table you got from Facebook marketplace?

A DEAL

Chef’s kiss!! 🔥

the apartment alone is stunning! no furniture does justice!! 😂 jk but everything looks so good!

You have very good taste!!

Yess everything is looking good your friend nailed it with those barstools.

Yesssss it loook so good

Love it!

Perfect ❤️❤️❤️❤️❤️❤️❤️❤️🥰

I thought I was first

I want to buy from Facebook marketplace but I am skeptical. You on the other hand did great!!! Beautiful

I have missed you !!!!

🙌🏽🙌🏽🙌🏽

🔥🔥🔥

🥰🥰

♥️♥️♥️

😍😍😍","Post Title: The insane costs of furniture should be studied but lets furnish this kitchen together on a “budget” #homedecor #homeimprovement #hometok #budgeting #homeproject 

Post Comments:
You did great, but look and see if they have a furniture liquidation place in your city. Atlanta has one, you won’t be disappointed if your city does too.

The barstools are gorgeous 😍

Love it 😍

I love the centerpiece 🖤

That centerpiece is 🔥

When you said you got in Facebook marketplace i was expecting you to say a cheaper price however the chairs are nice !

I love it, especially those barstools

Walmart will be your best friend !! They have a black round table just like that for $250 I think

What did you do with the other table you got from Facebook marketplace?

A DEAL

Chef’s kiss!! 🔥

the apartment alone is stunning! no furniture does justice!! 😂 jk but everything looks so good!

You have very good taste!!

Yess everything is looking good your friend nailed it with those barstools.

Yesssss it loook so good

Love it!

Perfect ❤️❤️❤️❤️❤️❤️❤️❤️🥰

I thought I was first

I want to buy from Facebook marketplace but I am skeptical. You on the other hand did great!!! Beautiful

I have missed you !!!!

🙌🏽🙌🏽🙌🏽

🔥🔥🔥

🥰🥰

♥️♥️♥️

😍😍😍"
7459975733067189550,1736910959,-1,Walmart did not disappoint 🫢 @Walmart  #walmart #ValentinesDay #shopping #deals #tik #tok #fypシ ,Cute!,"Post Title: Walmart did not disappoint 🫢 @Walmart  #walmart #ValentinesDay #shopping #deals #tik #tok #fypシ 

Post Comments:
Cute!"
7460326809977163054,1736992701,-1,Costco Run ft @Oats Overnight #oatsovernightpartner #costco #costcohaul #shopwithme #asmr #dayinthelife #Vlog ,"The outfit 😍 where from?

Where do you buy your breakfast sandwich wrapping paper

I love your videos 🥹

Love these videossss girly!!

Your outfit 😍😍😍😍😍🔥

I’m here for you fit pretty lady🥰

I love hummus 💙

la mayoría de los alimentos son en bolsitas instantáneos creo

Si buenos productos mejores q lo de Walmart

Un clásico que vas solo por 2 cosas y te llevas como 8 jajajaja que bendición 🥰

Hace tiempo que no me aparecían tus video y eso que te sigo

q bendición es comprar así q Dios siga bendiciendote mami 🙏🏼

✨

💖🙏🏻

🩷🩷🩷🩷☺️😊😍

👌👌👌👌

💜💜💜

💖

FIRST

Cállense llego mi canal de cocina y compras favorito✨

me gusta tu pans donde lo compraste ?

2,3 things girl 🤣 ok 😭

I saw a lot of Hello Kitty and Ross in Watts today and I thought about you 🥰

Hola qué jugo 🥤 compras en costco ??

💖💖💖

first🙂‍↕️

😂😂😂

Amiga eso huevos están contaminados con listeria cuidado

Ojala algún día pueda comprar así todo lo que yo quiero

❤️🥰

yes those be the ones I get !!! the cookies and cream substituted with a fair life protein chocolate drink is 🔥🔥🔥

Can't ever go wrong with little extra 🤣💕","Post Title: Costco Run ft @Oats Overnight #oatsovernightpartner #costco #costcohaul #shopwithme #asmr #dayinthelife #Vlog 

Post Comments:
The outfit 😍 where from?

Where do you buy your breakfast sandwich wrapping paper

I love your videos 🥹

Love these videossss girly!!

Your outfit 😍😍😍😍😍🔥

I’m here for you fit pretty lady🥰

I love hummus 💙

la mayoría de los alimentos son en bolsitas instantáneos creo

Si buenos productos mejores q lo de Walmart

Un clásico que vas solo por 2 cosas y te llevas como 8 jajajaja que bendición 🥰

Hace tiempo que no me aparecían tus video y eso que te sigo

q bendición es comprar así q Dios siga bendiciendote mami 🙏🏼

✨

💖🙏🏻

🩷🩷🩷🩷☺️😊😍

👌👌👌👌

💜💜💜

💖

FIRST

Cállense llego mi canal de cocina y compras favorito✨

me gusta tu pans donde lo compraste ?

2,3 things girl 🤣 ok 😭

I saw a lot of Hello Kitty and Ross in Watts today and I thought about you 🥰

Hola qué jugo 🥤 compras en costco ??

💖💖💖

first🙂‍↕️

😂😂😂

Amiga eso huevos están contaminados con listeria cuidado

Ojala algún día pueda comprar así todo lo que yo quiero

❤️🥰

yes those be the ones I get !!! the cookies and cream substituted with a fair life protein chocolate drink is 🔥🔥🔥

Can't ever go wrong with little extra 🤣💕"
7460721823706139910,1737084674,-1,Grocery shopping with me At Walmart🛒#grocery #groceryasmr #asmrfood #asmrsounds #asmr #asmrvideo #groceryhaul #shopwithme #restockasmr #grocerytok #FoodTok #shoppinghaul #asmrtiktoks #organized #organizingtiktok #food #groceryrestock #walmart #walmarthaul ,"🌸

❤️

🥰

💝💝💝

Hi pretty! ☺️I’m faith from SAGAJEWELS marketing team. We're excited to potentially collaborate with you! 🧚‍♀️Send ""faith"" to our Instagram IG:SAGAJEWELS.OFFICIAL👩🏽‍💻

Hey friend I advice you check “Gavytools” on lG, you can Earn high, get more orders & reactivate accounts too… check out!!

Your content is amazing! 🌟 Let's take it to the next level with a collaboration! DM us on TikTok to explore exciting opportunities! 📩 Don’t wait too long, the offer ends soon! ⏳✨","Post Title: Grocery shopping with me At Walmart🛒#grocery #groceryasmr #asmrfood #asmrsounds #asmr #asmrvideo #groceryhaul #shopwithme #restockasmr #grocerytok #FoodTok #shoppinghaul #asmrtiktoks #organized #organizingtiktok #food #groceryrestock #walmart #walmarthaul 

Post Comments:
🌸

❤️

🥰

💝💝💝

Hi pretty! ☺️I’m faith from SAGAJEWELS marketing team. We're excited to potentially collaborate with you! 🧚‍♀️Send ""faith"" to our Instagram IG:SAGAJEWELS.OFFICIAL👩🏽‍💻

Hey friend I advice you check “Gavytools” on lG, you can Earn high, get more orders & reactivate accounts too… check out!!

Your content is amazing! 🌟 Let's take it to the next level with a collaboration! DM us on TikTok to explore exciting opportunities! 📩 Don’t wait too long, the offer ends soon! ⏳✨"
7461018825786461470,1737153825,-1,Going to miss our Target hygiene runs✨🛒🥺 Have you tried these?! 👀 #target #targetrun #hygieneproducts #hygieneshopping #targethaul #targetfinds #shopwithme #targetshopping #eosbodylotion #prequel #freshne #naturium #athenaclub #monistat #lemme #showerroutine @target ,"Where are the Clean Towels?!

What is your if 🥰

UR MY FAVOURITE I LOVE YOUR SHOPPING VLOGS ILL MISS U SM ON TIK TOK 😭

lmk how the shampoo and conditioner are

Crying in norway😭❄️

will u be posting on youtube?

Hii !!

these shopping trips are what i live for

Hiii I’m here so early pls respond to me pls ✨✨✨❤️❤️❤️

Never followed someone on IG so fast! 🥰

no way I'm this early!!!

ima miss tiktoks grwms, shopping etc😞

The shave oil is SOOOO good

Target got the gooooodssss😳

I DONT HAVE IGGGG 😭😭😭 DO U POST ON YT?

im sooooo erlyy❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️

EARLYYY

Earlyyyy💗💗

I need to try everything in this haul tbh

OMG ILY PLS SAY HIII

🤩🤩

😍😍😍

🤩🤩🤩

💋💋💋

🥰🥰🥰

Hi pretty! 💫I’m faith from SAGAJEWELS marketing team. We're excited to potentially collaborate with you! Send ""faith"" to our Instagram IG:SAGAJEWELS.OFFICIAL😇

Oh so you like the body wash and dove soap😐

Hello Dear 🥰 we are searching for new Ambassadors to join our team if you are interested messaged us on Instagram which is linked on my Bio ""Yubama_sophia"" 🎯

TikTok’s not getting banned it was saved

we’re still gonna have the app for atleast another 3-6 months btw","Post Title: Going to miss our Target hygiene runs✨🛒🥺 Have you tried these?! 👀 #target #targetrun #hygieneproducts #hygieneshopping #targethaul #targetfinds #shopwithme #targetshopping #eosbodylotion #prequel #freshne #naturium #athenaclub #monistat #lemme #showerroutine @target 

Post Comments:
Where are the Clean Towels?!

What is your if 🥰

UR MY FAVOURITE I LOVE YOUR SHOPPING VLOGS ILL MISS U SM ON TIK TOK 😭

lmk how the shampoo and conditioner are

Crying in norway😭❄️

will u be posting on youtube?

Hii !!

these shopping trips are what i live for

Hiii I’m here so early pls respond to me pls ✨✨✨❤️❤️❤️

Never followed someone on IG so fast! 🥰

no way I'm this early!!!

ima miss tiktoks grwms, shopping etc😞

The shave oil is SOOOO good

Target got the gooooodssss😳

I DONT HAVE IGGGG 😭😭😭 DO U POST ON YT?

im sooooo erlyy❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️

EARLYYY

Earlyyyy💗💗

I need to try everything in this haul tbh

OMG ILY PLS SAY HIII

🤩🤩

😍😍😍

🤩🤩🤩

💋💋💋

🥰🥰🥰

Hi pretty! 💫I’m faith from SAGAJEWELS marketing team. We're excited to potentially collaborate with you! Send ""faith"" to our Instagram IG:SAGAJEWELS.OFFICIAL😇

Oh so you like the body wash and dove soap😐

Hello Dear 🥰 we are searching for new Ambassadors to join our team if you are interested messaged us on Instagram which is linked on my Bio ""Yubama_sophia"" 🎯

TikTok’s not getting banned it was saved

we’re still gonna have the app for atleast another 3-6 months btw"
7461012926057467167,1737152453,0,blowout hair tutorial at home!!!! i suddenly have the urge to dye my hair too 😭😭😩😩 but my mom isn’t here 😭 @Briogeo hair styling volume foam @Gisou hair oil @BondiBoost heat protectant @Shark Beauty flexstyle #hair #hairtok #blowoututorial #blowout #sharkflexstyle #dysonairwrap #hairtutorial #asianhair #straighthair ,"you just solddddd me on the briogeo

love the results

We like your content 💕 for collaboration DM us on ig in my profile learn more📩
But hurry the offer ends soon💗

love my shark too😫

Last call!!! Sorry, I can't contact you directly on TikTok. For our collaboration, please DM me on Instagram using the link in my bio. Thank you 🫶🏻","Post Title: blowout hair tutorial at home!!!! i suddenly have the urge to dye my hair too 😭😭😩😩 but my mom isn’t here 😭 @Briogeo hair styling volume foam @Gisou hair oil @BondiBoost heat protectant @Shark Beauty flexstyle #hair #hairtok #blowoututorial #blowout #sharkflexstyle #dysonairwrap #hairtutorial #asianhair #straighthair 

Post Comments:
you just solddddd me on the briogeo

love the results

We like your content 💕 for collaboration DM us on ig in my profile learn more📩
But hurry the offer ends soon💗

love my shark too😫

Last call!!! Sorry, I can't contact you directly on TikTok. For our collaboration, please DM me on Instagram using the link in my bio. Thank you 🫶🏻"
7461299686842961198,1737219214,0,Is the NEW matte foundation from @Dollar Tree Jeffree Star Approved?! 😱 #makeupreview #jeffreestar #dollartree #affordablemakeup #foundation #beautytips #wyoming #fyp   LIP COMBO: @Diorbeauty #300 lip liner & @makeupbymario ‘Midtown’ lipstick ,"Omg i'd dieee for you to try the UK Home Bargains make up😂😭 like can i send you some omgggg

“How much is this” 😂

Okay girl 😍😍😍 now we can say we are #jeffreestarapproved✨💖

LMAO! I HAVE BEEN WAITING FOR YOU TO DO THE FULL FACE OF DOLLAR TREE MAKEUP AGAIN! The first one you did years ago is one of my favorite videos.

Guess who’s going to Dollar Tree today and I haven’t even watched whole video. Coverage is insane 😯

OHHHH THE NOSTALGIA i remember when you went the old dollar tree reviews 🥺💞

I was waiting for you to review it, I’m convinced! I’m running!!! If it’s JS approved, then it’s worth the long lines at Dollar Tree 😫!

the Dollar Tree had; coworkers, family, and friends question where I got my lashes. not sure what they were called, but I would space them out and it would look very pretty 😊

I was shook at how well she ended up lookin 🫣😅

The fact ive walked the same dollar tree aisles as you now

“Dior, I bet you never thought you’d be on top of dollar tree” killed me 😂😂

Wow, it laid down amazingly better than the top-name brands!! The question is, how did it wear throughout the day🤔

I need to check it out bc my local dollar tree has been lacking lately.

I’m so glad your reviewing Dollar Tree foundation/makeup, unlike M you do connect with your viewers 🥰🥰🥰 Ty!

Omg a whole video of Jeffree Star approved dollar tree make up products would be amazing. Especially for someone like me who knows very little about make up but I want to learn on a budget

“Ik Dior you never thought you be on top of dollar tree but get over it 💁🏻‍♀️” I love you Jeffrey 😂😂😂🤣

not you asking how much it was in dollar tree 😂 ily

Jeffree at dollar tree ❤️turn down for what! 😍🤌

To be fair dollar tree does have stuff creeping up to 3/5$

I bought that prolux foundation and the setting powder for my 18 yr old and she loves it ❤️

“Remember bitch, this is a fucking dollar” 🤣🫶🏽.

hi how are ya!!! ✨

I e used the Prolux and live it

The sigh over 11 shades 😂

The foundation is decent for $1.25! The powder I’ll pass 😂

Nice you should try other places like five below

I feel like this just confirms what I thought about it yayyyyyy

I love Jeffrey Star, since FOREVER 😊🥰

I’m going to the dollar tree now I just searched up their websites omg everything is so cheap! Foundations are 5.99! And moisturizer for 7.99 so cheap rn

C’mon Dollar Tree foundation!! 😍💖","Post Title: Is the NEW matte foundation from @Dollar Tree Jeffree Star Approved?! 😱 #makeupreview #jeffreestar #dollartree #affordablemakeup #foundation #beautytips #wyoming #fyp   LIP COMBO: @Diorbeauty #300 lip liner & @makeupbymario ‘Midtown’ lipstick 

Post Comments:
Omg i'd dieee for you to try the UK Home Bargains make up😂😭 like can i send you some omgggg

“How much is this” 😂

Okay girl 😍😍😍 now we can say we are #jeffreestarapproved✨💖

LMAO! I HAVE BEEN WAITING FOR YOU TO DO THE FULL FACE OF DOLLAR TREE MAKEUP AGAIN! The first one you did years ago is one of my favorite videos.

Guess who’s going to Dollar Tree today and I haven’t even watched whole video. Coverage is insane 😯

OHHHH THE NOSTALGIA i remember when you went the old dollar tree reviews 🥺💞

I was waiting for you to review it, I’m convinced! I’m running!!! If it’s JS approved, then it’s worth the long lines at Dollar Tree 😫!

the Dollar Tree had; coworkers, family, and friends question where I got my lashes. not sure what they were called, but I would space them out and it would look very pretty 😊

I was shook at how well she ended up lookin 🫣😅

The fact ive walked the same dollar tree aisles as you now

“Dior, I bet you never thought you’d be on top of dollar tree” killed me 😂😂

Wow, it laid down amazingly better than the top-name brands!! The question is, how did it wear throughout the day🤔

I need to check it out bc my local dollar tree has been lacking lately.

I’m so glad your reviewing Dollar Tree foundation/makeup, unlike M you do connect with your viewers 🥰🥰🥰 Ty!

Omg a whole video of Jeffree Star approved dollar tree make up products would be amazing. Especially for someone like me who knows very little about make up but I want to learn on a budget

“Ik Dior you never thought you be on top of dollar tree but get over it 💁🏻‍♀️” I love you Jeffrey 😂😂😂🤣

not you asking how much it was in dollar tree 😂 ily

Jeffree at dollar tree ❤️turn down for what! 😍🤌

To be fair dollar tree does have stuff creeping up to 3/5$

I bought that prolux foundation and the setting powder for my 18 yr old and she loves it ❤️

“Remember bitch, this is a fucking dollar” 🤣🫶🏽.

hi how are ya!!! ✨

I e used the Prolux and live it

The sigh over 11 shades 😂

The foundation is decent for $1.25! The powder I’ll pass 😂

Nice you should try other places like five below

I feel like this just confirms what I thought about it yayyyyyy

I love Jeffrey Star, since FOREVER 😊🥰

I’m going to the dollar tree now I just searched up their websites omg everything is so cheap! Foundations are 5.99! And moisturizer for 7.99 so cheap rn

C’mon Dollar Tree foundation!! 😍💖"
7461776309912653102,1737330194,-1,This was such a good trip! 😱😱😱 Not to mention the TheraBreath! 🤌🏽 @Dollar Tree #shopwithme #fyp #dollartree #asmr #dollartreefinds #dollartreehaul #dollartreebeauty #dollartreeshopping #shopwithmeatdollartree #dollartreemakeup ,"Whoa was that natures valley $1.25😳

Honey bun cow tales! I need to try that

Dollar tree has the best finds!!!

I’m hoping to find the yogurt toppers again!

The therabreath??

Can you scan the eco toothpaste on Yuka app?! Plz

Great finds love the book section

the rose gummys are gross!! DO NOT GET THEM!!","Post Title: This was such a good trip! 😱😱😱 Not to mention the TheraBreath! 🤌🏽 @Dollar Tree #shopwithme #fyp #dollartree #asmr #dollartreefinds #dollartreehaul #dollartreebeauty #dollartreeshopping #shopwithmeatdollartree #dollartreemakeup 

Post Comments:
Whoa was that natures valley $1.25😳

Honey bun cow tales! I need to try that

Dollar tree has the best finds!!!

I’m hoping to find the yogurt toppers again!

The therabreath??

Can you scan the eco toothpaste on Yuka app?! Plz

Great finds love the book section

the rose gummys are gross!! DO NOT GET THEM!!"
